beer_id|Name|style|abv|brewery_id
5455|Mort Subite Peche|Lambic - Fruit|4.3|654
5110|Mort Subite Framboise|Lambic - Fruit|4.5|654
50419|Eylenbosch Gueuze|Gueuze|5|654
27646|Eylenbosch Framboise Cuvee Speciale|Lambic - Fruit|5|654
38502|Mort Subite Xtreme Kriek|Lambic - Fruit|4.3|654
50538|Eylenbosch Faro Extra|Faro|5|654
30741|Mort Subite Oude Gueuze|Gueuze|7|654
62636|Mort Subite Oude Lambik|Lambic - Unblended|NA|654
1795|Mort Subite Cassis|Lambic - Fruit|4|654
35978|Leichtbier|Low Alcohol Beer|2.7|14822
36153|Bockbier|Bock|6.5|14822
39864|Festbier|Munich Dunkel Lager|5.4|14822
35922|Weizen|Hefeweizen|5|14822
33213|Adelskronen Pils|German Pilsener|4.9|14822
52736|Vollbier|Munich Helles Lager|4.8|14822
69642|Sproose Joose Double IPA|American Double / Imperial IPA|NA|23018
69647|Pale Ale|American Pale Ale (APA)|NA|23018
69643|Harold The Red Ale|American Amber / Red Ale|NA|23018
42518|Scottish Special Export Ale|Scottish Ale|6|1628
28192|Southampton Espresso Stout|American Stout|5.2|1628
16000|Oyster Stout|English Stout|5|1628
21450|Oatmeal Stout|Oatmeal Stout|4.8|1628
1645|Bruegel Amber Ale|Belgian Pale Ale|5.2|48
51626|Southampton Trappist IPA|Belgian IPA|7.1|1628
55914|Southampton Saison Brun|Saison / Farmhouse Ale|7|1628
67083|Southampton Black Saison|Saison / Farmhouse Ale|5|1628
4566|Publick House Porter|American Porter|5.5|1628
30052|Southampton Abbey Double|Dubbel|7.4|1628
23926|Southampton Black Raspberry Wheat|Fruit / Vegetable Beer|5.5|1628
20661|ESB|Extra Special / Strong Bitter (ESB)|5.5|1628
27858|Southampton Scotch Ale|Scotch Ale / Wee Heavy|8.5|1628
16959|Southampton Dortmunder Export Lager|Dortmunder / Export Lager|NA|1628
62369|Southampton Hommage|American Wild Ale|NA|1628
5698|Bavarian Wheat|Hefeweizen|4.5|1628
8543|Southampton Imperial Baltic Porter|Baltic Porter|7.5|1628
1631|Augustijn Ale|Tripel|8|48
37901|Southampton Triple Abbey Style Ale|Tripel|8|1628
8542|Southampton Old Ale|Old Ale|7.5|1628
8616|Old Herb Barleywine|American Barleywine|11|1628
4563|Southampton Golden Lager|Munich Helles Lager|4.5|1628
47992|Southampton Belgian Stout|American Stout|5.2|1628
65643|Southampton Saison Faucille|Saison / Farmhouse Ale|6.5|1628
20576|Octoberfest Lager|Märzen / Oktoberfest|5.5|1628
11881|Southampton Sparkling Summer Ale|Kölsch|NA|1628
8619|Southampton Nut Brown Ale|English Brown Ale|4.4|1628
48869|Southampton Helles Lager|Munich Helles Lager|NA|1628
46706|Southampton Keller Pre-Prohibition Pils|Keller Bier / Zwickel Bier|4.4|1628
9581|Southampton Dopplebock|Doppelbock|NA|1628
9176|Southampton West Indies Pale Ale|English India Pale Ale (IPA)|NA|1628
10571|Southampton Burton Ale|English Pale Ale|4.4|1628
19927|Belgian White Ale|Witbier|4.6|1628
8534|Southampton Abbey Single|Belgian Pale Ale|4.5|1628
60844|Southampton Vic|English Porter|7.2|1628
50307|Keller Helles|Keller Bier / Zwickel Bier|NA|1628
15845|Southampton Old Willy Winter Warmer|Extra Special / Strong Bitter (ESB)|6.2|1628
4564|Southampton Pale Ale|American Pale Ale (APA)|5.2|1628
15898|Yorkshire Pub Ale|English Bitter|4.2|1628
55496|Southampton Cream Stout|American Stout|NA|1628
44926|Long Island Fresh Hop|Extra Special / Strong Bitter (ESB)|5|1628
69637|NYDP's Finest|American Double / Imperial IPA|NA|1628
8668|Southampton Peconic County Reserve Ale|Saison / Farmhouse Ale|6.5|1628
31310|Alligator Ale|English Porter|NA|12491
4567|80 Shilling Scottish Ale|Scottish Ale|4|1628
16493|Cascade Amber Lager|American Amber / Red Lager|5|5895
29211|Southampton 10th Anniversary Old Ale|Old Ale|8.7|1628
6512|Imperial Russian Stout|Russian Imperial Stout|10.2|1628
58156|Southampton Keller Pils|German Pilsener|5|1628
8312|Southampton IPA|American IPA|6.5|1628
46446|Southampton Christmas Ale|Bière de Garde|6.8|1628
4562|Montauk Light|Light Lager|3.5|1628
68311|Uber Bock|Bock|6.8|1628
14851|French Country Christmas Ale (Biere De Garde)|Bière de Garde|6.6|1628
41044|Southampton Schwarzbier|Schwarzbier|NA|1628
34956|Biere De Garde|Bière de Garde|7.2|1628
2512|Chimay Grande Réserve (Blue)|Belgian Strong Dark Ale|9|215
27294|Southampton Double Espresso|American Stout|NA|1628
15361|Belgian Amber|Belgian Pale Ale|5.8|1628
9966|Double Ice Bock|Eisbock|18|1628
51942|'t Gaverhopke Extra|Belgian Strong Dark Ale|12|2796
54828|Southampton Imperial Porter|American Porter|7.2|1628
672|Chimay Première (Red)|Dubbel|7|215
8627|Southampton Belgian Red Ale|Flanders Red Ale|NA|1628
8626|Southampton Berliner Weisse|Berliner Weissbier|2|1628
29150|Filibuster Pils|Czech Pilsener|5|48
43946|Southampton Cascade Summer Ale|American Blonde Ale|NA|1628
1608|Bornem Dubbel|Dubbel|7|48
9221|Southampton Wee Willy Winter Warmer|Winter Warmer|NA|1628
72359|Southampton Belgian IPA|Belgian IPA|6.8|1628
43943|Southampton Irish Stout|Irish Dry Stout|NA|1628
3569|Resurrection|American Porter|5|1141
10301|Southampton Grand Cru|Belgian Strong Pale Ale|9.5|1628
32903|Saison Deluxe|Saison / Farmhouse Ale|7.4|1628
17674|Southampton May Bock|Maibock / Helles Bock|6.5|1628
39114|Witches' Brew|Tripel|9.3|48
47205|Southampton Big Brown Ale|American Brown Ale|6.2|1628
12381|Castlemaine XXXX Draught Lager|American Adjunct Lager|4|572
7799|Southampton Pumpkin Ale|Pumpkin Ale|5.5|1628
1672|Bornem Triple|Tripel|9|48
18630|Southampton Cuvee Des Fleurs|Saison / Farmhouse Ale|8.2|1628
9827|Southampton Foreign Extra Stout|Foreign / Export Stout|6.2|1628
4568|Southampton West Coast Steam Beer|California Common / Steam Beer|4.8|1628
9985|Trappist Pale Ale|Belgian Pale Ale|6.2|1628
16376|Corne Du Diable|American IPA|6.5|1141
18272|Dernière Volonté|Belgian Pale Ale|6.5|1141
2497|Leute Bok|Belgian Strong Dark Ale|8.2|48
73594|Muizenbier Bruin|Belgian Strong Dark Ale|8|48
7975|Bière Du Boucanier Golden|Belgian Strong Pale Ale|11|48
20061|Piranha Pale Ale|American Pale Ale (APA)|5.7|3042
9091|Aviator Red|American Amber / Red Ale|5.25|702
52652|Southampton North Fork Fresh Hop|Extra Special / Strong Bitter (ESB)|5.2|1628
14097|Castlemaine XXXX Sparkling Ale|English Pale Ale|NA|572
39545|Castlemaine XXXX (UK Licenced Brew)|Euro Pale Lager|3.7|572
1531|Carbine Stout|Milk / Sweet Stout|5.1|572
41773|XXXX Export Gold|American Adjunct Lager|4.5|572
1530|XXXX Gold|American Adjunct Lager|3.5|572
1527|XXXX Bitter|American Adjunct Lager|4.8|572
37057|Gulf Lager|American Adjunct Lager|3.2|572
14104|Castlemaine XXXX Off The Wood|American Adjunct Lager|4.8|572
37210|XXXX Special Brew|American Adjunct Lager|6.5|572
1529|XXXX DL Lager|American Adjunct Lager|4.4|572
61457|XXXX Summer Bright Lager|American Adjunct Lager|4.2|572
66788|Chocolate Porter|American Porter|4.5|23223
67814|Angry Amber Ale|American Amber / Red Ale|4.5|23223
7535|Het Kerstbier (Green Cap)|Belgian Strong Dark Ale|8|2796
6611|'t Gaverhopke Den Bruin 8° (Blue Cap)|Belgian Strong Dark Ale|8|2796
71938|'t Gaverhopke / Tired Hands Bitter Sweet Symphony|Belgian IPA|7.8|2796
48572|'t Gaverhopke Zingende Blondine|Belgian Strong Pale Ale|9.8|2796
64091|Koerseklakske|Saison / Farmhouse Ale|5.5|2796
27235|'t Gaverhopke De Kriek (Red Cap)|Fruit / Vegetable Beer|7|2796
71936|Bitter Sweet Symphony|Belgian IPA|7.8|2796
27236|Het Paasbier (Green Cap)|Belgian Pale Ale|8|2796
6610|'t Gaverhopke Den Blond 8° (White Cap)|Belgian Strong Pale Ale|8|2796
7320|Oatmeal Porter|American Porter|4.8|3065
8794|Pilgrim|English Pale Ale|4.5|3065
7643|Hell|Munich Helles Lager|5.1|3065
7974|Fallen Angel Bitter|English Bitter|5|3065
41603|Påsköl (2008)|English Strong Ale|6|3065
8684|President|German Pilsener|5.2|3065
61855|Steamer|California Common / Steam Beer|5|3065
7885|Postiljon|Extra Special / Strong Bitter (ESB)|5.8|3065
47424|Jämtlands India Pale Ale|English India Pale Ale (IPA)|5.5|3065
19786|Weiss President|Hefeweizen|5|3065
26259|Appel Weissen|Fruit / Vegetable Beer|5|3065
8793|Påsköl (-2007, 2010-)|Munich Dunkel Lager|6.5|3065
7907|Bärnsten|Euro Dark Lager|5|3065
8792|Julöl|English Strong Ale|6.5|3065
32399|Tiotaggare|English Strong Ale|7|3065
8791|Heaven|Munich Dunkel Lager|5|3065
20122|Anniversary Ale|English Strong Ale|6|3065
22578|Påsköl 2005|English Strong Ale|6|3065
22299|Valborg Vårbrygd|Euro Pale Lager|5.2|3065
21487|Påsköl 2003|English Strong Ale|6|3065
64482|Mandarin Orange Amber Ale|American Amber / Red Ale|5|14598
65770|Citra IPA|American IPA|6.5|14598
29798|Czech Pilsner|Czech Pilsener|5|9863
71985|Toasted Coconut Wit|American Pale Wheat Ale|5|14598
63861|Christmas Beeracle|Winter Warmer|5|14598
50064|Honey Brown|American Amber / Red Ale|5|14598
56625|2½ Anniversary Ale|Smoked Beer|5|14598
65680|Chocolate Mint Brown Ale|American Brown Ale|5|14598
47664|Lager|Euro Pale Lager|5|14598
37938|Pale Ale|American Pale Ale (APA)|5.5|14598
75198|Fusion Hopped IPA|American IPA|6.5|14598
60699|Pepper Lime Lager|American Adjunct Lager|5|14598
32713|Nut Brown Ale|American Brown Ale|5|14598
72276|Fusion Hopped Pilsner|German Pilsener|5|14598
47770|Big Bulge Saison|Saison / Farmhouse Ale|6.3|9863
30871|Blueberry Wheat Ale|Fruit / Vegetable Beer|5|9863
66730|Espresso Porter|American Porter|5|9863
43550|Hawaiian Coconut Porter|American Porter|NA|9863
30873|River City Raspberry Ale|Fruit / Vegetable Beer|5|9863
18617|Bow Valley Brown Ale|American Brown Ale|NA|9863
34992|Christmas Wit|Witbier|5|9863
67929|Double Chocolate Brown Ale|American Brown Ale|4.2|9863
63633|Farmer's Tan White Ale|Witbier|5|9863
31498|Wild West Wheat Ale|American Pale Wheat Ale|5|9863
18618|Lanigan's Irish Ale|Irish Red Ale|NA|9863
56340|Olympic Maple Lager|American Amber / Red Lager|NA|9863
30872|Bighorn Bitter Ale|English Bitter|5|9863
54508|Blue Monk Barleywine|English Barleywine|9.9|9863
31499|Maibock|Maibock / Helles Bock|7|9863
29799|Rig Pig Pale Ale|American Pale Ale (APA)|5|9863
54505|St. Nick's Red|American Amber / Red Ale|NA|9863
31500|Hammerhead Red Ale|American Amber / Red Ale|5|9863
74362|Hop Soup|American IPA|7|25957
72400|Cluster Fuggle IPA|American IPA|7|25957
72830|Viking Pale Ale|American Pale Ale (APA)|5.5|25957
72395|Old-School American Lager|American Pale Lager|4.5|25957
74138|Market Centennial Extra IPA|American Double / Imperial IPA|8|25957
71512|Pearl Street P.M.|Dunkelweizen|NA|25957
72398|St. Emeric's Stout|Irish Dry Stout|5|25957
70748|Wallace Tavern Scotch Ale|Scotch Ale / Wee Heavy|6.5|25957
63239|Piraat 9|Belgian Strong Pale Ale|9|48
17857|Sangano Ambree|American Amber / Red Ale|6|48
18132|Sparta Pils|Czech Pilsener|5|48
19034|La Poudreuse|Witbier|5.2|48
71610|Waagstuk|Belgian Strong Pale Ale|11|48
73673|Gambrinus Blonde|Belgian Pale Ale|NA|48
17745|Brussels Framboos|Fruit / Vegetable Beer|3.5|48
26986|Maerlant Damse Triple|Tripel|9|48
34583|Steengoed|Belgian Strong Pale Ale|12|48
7877|Celis White|Witbier|5|48
62107|St Adriaans Donker|Belgian Dark Ale|6.5|48
16546|Summer Beer|Kölsch|5.4|702
68431|Tulune's Abby Brown|Belgian Strong Dark Ale|8.5|48
11778|Traverse Brewing Voss Wend Wheat|Hefeweizen|NA|446
5932|Traverse Brewing Sleeping Bear Brown Ale|English Brown Ale|4.5|446
41387|Belgian Amber|Belgian Pale Ale|NA|5895
16507|Ruby Lager|American Adjunct Lager|5|5895
43725|Klokke Roeland|Belgian Strong Dark Ale|11|48
18000|Wilson Mild Stout|Milk / Sweet Stout|5.2|48
58474|Bios Hop & Mout|Low Alcohol Beer|2|48
16494|Dark Alt|Altbier|6|5895
48634|La Dame De Montsoreau|Belgian Pale Ale|5|19089
48636|La Fosse Blonde|Belgian Pale Ale|5.5|19089
58164|Pecora Nera|Milk / Sweet Stout|4|22771
72998|Mystic Saison|Saison / Farmhouse Ale|7|24803
66094|Bière Du Boucanier Caribbean Ale|Belgian Pale Ale|6.5|48
6423|Bios Kriek|Lambic - Fruit|5|48
47408|HEAD TRIP (Fat Head's Belgian Tripel)|Tripel|10.5|48
12959|Keizersberg Abbey Ale|Tripel|8|48
12783|Uilenspiegl Bier|Belgian Strong Dark Ale|8|48
41724|Steenberge Witte|Witbier|5|48
46656|Boucanier Christmas|Belgian Strong Pale Ale|9.5|48
9302|Caporal|Euro Pale Lager|5|48
71127|Silvius Brabo Tripel|Tripel|9|48
13820|St. Adriaans Blond|Belgian Pale Ale|6.5|48
17746|Brussels Kriek|Fruit / Vegetable Beer|4|48
1673|Flying Horse Royal Lager|American Adjunct Lager|4.7|91
16106|Elm City Lager|German Pilsener|5|357
2617|Ramstein Classic|Dunkelweizen|5.5|607
10138|Ertvelds Wit|Witbier|5|48
33803|Gulden Draak Vintage|Belgian Strong Dark Ale|7.5|48
2500|Cherish Raspberry Lambic|Lambic - Fruit|5|48
74991|Gulden Draak Black|Belgian Dark Ale|10.5|48
12957|Gentse Tripel|Tripel|8|48
13332|Yersekes Mosselbier|Belgian Pale Ale|5.2|48
58025|Chakra|American Pale Lager|4.7|48
11428|Barnstormer Pale Ale|American Pale Ale (APA)|NA|702
32200|Imperial Porter|American Porter|9.8|702
40730|Twain's Three Lies Imperial Stout|American Double / Imperial Stout|6.9|6928
10073|Robson Street Hefeweizen|Hefeweizen|5|780
11453|Gastown Amber Ale|American Amber / Red Ale|5.5|780
2499|Cherish Peach Lambic|Lambic - Fruit|5|48
52855|Raging Bitch Belgian-Style IPA|Belgian IPA|8.3|68
2151|Tire Bite Golden Ale|Kölsch|5.1|68
1213|Doggie Style Classic Pale Ale|American Pale Ale (APA)|5.5|68
19374|Dragonne Blonde|Belgian Strong Pale Ale|8.5|48
11158|Cypress Honey Lager|American Adjunct Lager|4.7|780
2743|Ramstein Winter Wheat|Weizenbock|9.5|607
20283|Lions Winter Ale|Winter Warmer|5.5|780
44208|Wit|Witbier|5|780
25697|Tikka Gold|German Pilsener|5|48
73671|Mammelokker|Belgian Pale Ale|6.5|48
9215|Kitsilano Maple Cream Ale|Cream Ale|5|780
31927|Raspberry Wheat Ale|Fruit / Vegetable Beer|5|780
54453|Augustijn Blond|Belgian Pale Ale|7|48
13889|Tripel Van De Garre|Tripel|10.5|48
39865|Zwijntje|Tripel|8|48
57684|Augustijn Brune|Belgian Dark Ale|7|48
71973|Gulden Draak Quad|Quadrupel (Quad)|11.3|48
19035|La Grole|Altbier|5.2|48
8257|Celis Pale Bock|Bock|5.5|48
39260|Over The Edge|Belgian IPA|9.5|48
21391|Croy Dubbel|Dubbel|7.5|48
20237|Bière Du Boucanier Red|Belgian Pale Ale|7|48
73674|Gambrinus Bruin|Belgian Dark Ale|NA|48
30527|Old Buccaneer Reserve|Tripel|9|48
7930|Atomium Grand Cru|Belgian Strong Pale Ale|8|48
17716|Brussels Perzik|Fruit / Vegetable Beer|4|48
24513|Croy Blond|Belgian Strong Pale Ale|6.8|48
58458|Pionnière|American Black Ale|9.5|1141
44668|Complice|American Brown Ale|5|1141
10325|Péché Mortel (Imperial Stout Au Cafe)|American Double / Imperial Stout|9.5|1141
3490|Augustijn Grand Cru|Belgian Strong Pale Ale|9|48
12947|Blondine|Tripel|9|48
12949|Brunette|Dubbel|9|48
71126|Silvius Brabo Bruin|Belgian Strong Dark Ale|8|48
73593|Muizenbier Blonde|Belgian Strong Pale Ale|9|48
42481|Schnitzerbräu Hirse Premium|German Pilsener|5|16914
58342|Weissbier-Bock|Weizenbock|7.2|5727
8952|Buckeye Brown|English Brown Ale|NA|4210
35213|Double Bird Of Prey IPA|American Double / Imperial IPA|8.25|702
20227|Hoops|Munich Dunkel Lager|NA|702
18605|Barley Wine|American Barleywine|10.5|702
33551|Blizzard Bock|Bock|6.1|702
23185|Porter|English Porter|NA|702
47193|Rusty Chain|American Amber / Red Ale|NA|702
21078|Rye|Rye Beer|NA|702
49147|Polonia Pils|Czech Pilsener|5.3|702
28496|"The ""Herc"" C-130 Strong Ale"|American Strong Ale|9.5|702
41921|Warbird|American Double / Imperial IPA|8|702
69077|11th Anniversary Pale Ale ( Project XI )|American Pale Ale (APA)|6|702
44811|Sunrise Amber|American Amber / Red Ale|5|702
32197|Buffalo Lager|American Pale Lager|4.8|702
20123|Roll Bock|Maibock / Helles Bock|NA|702
14663|Skye Pilot Scotch Ale|Scottish Ale|6.7|702
20124|Bisonfest|Märzen / Oktoberfest|NA|702
47023|Imperial Aviator Red (R&D Prototype)|American Amber / Red Ale|NA|702
23590|PJ's Scotch Porter|English Porter|NA|702
22280|Bird Of Prey IPA|English India Pale Ale (IPA)|NA|702
44157|Dubbel|Dubbel|NA|702
18606|Propeller Nut Brown|American Brown Ale|3.8|702
7612|Blackbird Oatmeal Stout|Oatmeal Stout|5.4|702
20130|Buffalo Destroyer Brown|English Brown Ale|NA|702
42500|Mr. Goodbar University Dunkel|Dunkelweizen|5|702
30528|Barrel Roll Bock|Maibock / Helles Bock|7|702
51923|Hammered Copper|English Bitter|NA|702
32199|Orion Rye|American Pale Ale (APA)|NA|702
26781|Birra Al Farro|Belgian Dark Ale|7.1|12243
26780|Gorgona|Belgian Pale Ale|7.1|12243
26681|Valdera Rossa|English Pale Ale|5.2|12243
26680|Martesana|Belgian Pale Ale|4.2|12243
38658|Imperial India Pale Ale|American Double / Imperial IPA|7.7|15504
38649|Oatmeal Porter|American Porter|6|15504
38648|Neddy's Brown Nut|American Brown Ale|5|15504
49420|Scottish Ale|Scotch Ale / Wee Heavy|8|15504
38629|Apricot Hefeweizen|Hefeweizen|5.7|15504
59629|India Pale Ale|American IPA|NA|15504
38645|Katie's Kölsch|Kölsch|4.8|15504
38647|Mike's Golden Ale|American Pale Ale (APA)|5.4|15504
59297|Strawberry Cream|Fruit / Vegetable Beer|NA|15504
66501|Toe Tingler Stout|American Stout|8|15504
65158|Winter Warmer|Winter Warmer|9|15504
38656|Cream Stout|Milk / Sweet Stout|6.75|15504
38644|Pale Ale|American Pale Ale (APA)|4|15504
17477|Birra Del Vecchio Calabrese|German Pilsener|4.7|9592
60917|Mowmasters Ultra Pale Ale|American Pale Ale (APA)|5|692
19299|Modelo Daze|Vienna Lager|5.5|2687
19295|El Rey Original Cerveza|American Pale Lager|4.8|2687
19300|Backpacker I.P.A.|American IPA|6.5|2687
76339|Cattarraugus County Cuvee|American Strong Ale|8.5|692
1983|Pale Ale|American Pale Ale (APA)|5.5|692
39622|Ellicottville Dunkelweizen|Dunkelweizen|5.6|692
1984|Nut Brown Ale|English Brown Ale|5.4|692
52103|Oak Cuvee Ale|American Strong Ale|NA|692
39664|RyePA|American IPA|NA|692
56629|Hop Bomb|American Double / Imperial IPA|NA|692
69931|Black Hops|American Black Ale|NA|692
66074|16.0|American Strong Ale|8.4|692
53720|Hopicity|English India Pale Ale (IPA)|NA|692
13318|Hefewizen|Hefeweizen|4.8|692
59907|15.0|American Brown Ale|8.4|692
12140|Black Jack Stout|American Stout|5.4|692
42121|Chocolate Cherry Bomb Imperial Stout|Russian Imperial Stout|8|692
41249|Ellicottville EVL Winter Brew|Winter Warmer|6.1|692
29642|FranklinStein|American Porter|6|692
35370|Twain's Jumping Frog IPA|American IPA|NA|6928
24322|German Stein|California Common / Steam Beer|NA|692
21956|9303 German Red Ale|Altbier|5.8|692
42200|Blueberry Wheat Beer|Fruit / Vegetable Beer|4.2|692
52086|Imperial Raspberry Beret|Fruit / Vegetable Beer|7.1|692
24323|Doppelbock|Doppelbock|7|692
52104|Amber EVL Ale|American Amber / Red Ale|NA|692
60652|Summer Wheat|Hefeweizen|4.2|692
8055|Ellicottville Porter|Baltic Porter|7.3|692
38610|Ellicottville Octoberfest Lager|Märzen / Oktoberfest|5|692
29641|Two Brothers Pale Ale|American Pale Ale (APA)|6|692
37190|El Gordo Burro|American Adjunct Lager|4|692
13319|Toasted Lager|American Pale Lager|4.2|692
47981|Pantius Droppus|American Double / Imperial IPA|10|692
64057|Winter Witte|Witbier|5.8|692
13317|Steam Roller|American Amber / Red Ale|5.3|692
35411|Dark Vienna Lager|Vienna Lager|NA|692
29661|Dry Stout|Irish Dry Stout|NA|692
29652|Brown Suga|English Brown Ale|3.8|692
5350|Ellicottville Witbier|Witbier|NA|692
48917|Hey Guy Imperial Pale|American Strong Ale|8.5|692
46092|Ellicottville Double Fest Imperial Munich Style Helles Lager|Munich Helles Lager|8|692
44986|Raspberry Ale|Fruit / Vegetable Beer|NA|692
56631|Black And Blue|Fruit / Vegetable Beer|NA|692
37191|Samsquanch|English Barleywine|10.1|692
18053|American Wheat|American Pale Wheat Ale|5|9750
54878|Pale Ale|English Pale Ale|5|9750
68249|Tempist IPA|American IPA|NA|23698
68686|Tatonka Stout|Russian Imperial Stout|8.5|23698
27957|Porter|English Porter|5|13030
75331|Peggy|Cream Ale|NA|19798
52540|Red Bitter|American Amber / Red Ale|NA|19798
75330|IPA|American IPA|NA|19798
52940|Twain's Barrel-Aged Cherry Brown|American Brown Ale|NA|6928
48552|Twain's Blarney Cask 09|Milk / Sweet Stout|NA|6928
42004|Twain's Oak-Merlot Trippel|Tripel|12|6928
45338|Twain's Oak-Aged Sour Kristall Weizen|Kristalweizen|6|6928
47213|Twain's Barrel Aged Smoked Rye Pale Ale|Rye Beer|NA|6928
34953|Twain's Sleepy Conscience ESB|Extra Special / Strong Bitter (ESB)|NA|6928
44380|Twain's Comfort Extra Special Pale Ale|American Pale Ale (APA)|5.7|6928
73695|Radical Raspberry Porter|American Porter|7.2|6928
47092|Twain's Second Suit Pale Ale|American Pale Ale (APA)|4.7|6928
47662|Twain's Flemish Brown Ale|Flanders Oud Bruin|NA|6928
52939|Twain's Otter IPA|American IPA|NA|6928
34329|Twain's Leaping Frog IPA|American IPA|NA|6928
47243|Twain's Thirty Days Belgian Black|Belgian Strong Dark Ale|7.8|6928
45672|Twain's Aged Trippel|Tripel|NA|6928
34089|Twain's Hell For Society Stout|American Stout|NA|6928
43649|Twain's Temperent Temperance Mild Ale|English Dark Mild Ale|NA|6928
34088|Twain's Foxy Brown Ale|American Brown Ale|NA|6928
61866|Twain's Bookzilla Brown|American Brown Ale|NA|6928
50705|Twain's Sarahmonial Saison|Saison / Farmhouse Ale|6.7|6928
40544|Twain's Impy Stout|American Double / Imperial Stout|6.9|6928
45503|Twain's Cinnamon Honest Lender|American Brown Ale|7.8|6928
69259|Twain's Good N' Lonesome Toasted Ale|American Amber / Red Ale|NA|6928
46759|Twain's Moral Sense American Wheat|American Pale Wheat Ale|6|6928
44381|Twain's Wit And Humor Bavarian Wheat|Hefeweizen|6.3|6928
54002|Twain's Jordan's Strong Ale|American Strong Ale|NA|6928
35371|Twain's Hannibal Red Ale|American Amber / Red Ale|NA|6928
34087|Twain's Sloppy Squirrel ESB|Extra Special / Strong Bitter (ESB)|NA|6928
73931|Twain's Dark Truth Farmhouse Ale|Saison / Farmhouse Ale|NA|6928
47724|Twain's Mr. Edisons Ale|American Amber / Red Ale|4.9|6928
47737|Twain's Inauguration Brown Ale|American Brown Ale|6.4|6928
45337|Twain's Honest Lender Imperial Brown|American Brown Ale|7.5|6928
75734|Pep-e Saison|Saison / Farmhouse Ale|6.8|6928
52809|Twain's Barrel-Aged Abbey Ale|Belgian Strong Pale Ale|NA|6928
43495|Twain's Bull Frog IPA|American IPA|6|6928
45657|Twain's Coffee Stout|American Stout|5.9|6928
45861|Twain's Gingerbread Brown Ale|English Brown Ale|6.6|6928
67608|Twain's Pasilla Pepper Smoked Rye|Fruit / Vegetable Beer|NA|6928
52247|Twain's JD Barrel-Aged Coffee Stout|American Stout|NA|6928
34086|Twain's Heaven For Climate Golden Ale|American Blonde Ale|NA|6928
64024|Twain's Unberufen Dunkelweiss|Dunkelweizen|NA|6928
45926|Twain's Ballot Box Brown|American Brown Ale|4.5|6928
44816|Twain's XL Double IPA|American Double / Imperial IPA|7.8|6928
52246|Twain's JD Barrel-Aged Tidy Soul Dunkelweiss|Dunkelweizen|NA|6928
40949|Twain's Happy Pale|American Pale Ale (APA)|5.6|6928
34954|Twain's Mad Happy Pale Ale|American Pale Ale (APA)|5.6|6928
34952|Twain's Mysterious Stranger Brown Ale|American Brown Ale|NA|6928
64022|Twain's 100-Year Extra Pale Ale|American Pale Ale (APA)|NA|6928
44317|Twain's Tidy Soul Dunkelweiss|Dunkelweizen|6.8|6928
53041|Twain's Milkbone IPA|American IPA|NA|6928
47091|Twain's Cocoa Stout|American Stout|NA|6928
45187|Twain's Autumnfest|Märzen / Oktoberfest|NA|6928
66909|Twain's High Run Chocolate Wheat|American Dark Wheat Ale|NA|6928
45658|Twain's Stubborn River Bitter|Extra Special / Strong Bitter (ESB)|5.7|6928
26200|Frischeisen Märzen|Märzen / Oktoberfest|NA|5812
30653|Finn's Hall Porter|English Porter|4.7|3593
28783|Heroes Bitter|Extra Special / Strong Bitter (ESB)|4.7|3593
33696|Dragon Smoke Stout|English Stout|5.3|3593
30787|Empirical Staught|American Double / Imperial Stout|7.5|13918
42094|Brown Eyed Girl|English Dark Mild Ale|3|13918
30748|American Style Pale Ale|American Pale Ale (APA)|5|13918
40691|Auld Persnickety Barleywine Ale|American Barleywine|10.5|13918
42242|Maerzen Oktoberfest|Märzen / Oktoberfest|6|13918
15711|Bayerwald Brotzeitbier|Munich Helles Lager|4.9|5830
69875|Hacklberg Dultfestbier|Märzen / Oktoberfest|5.5|5830
15632|Hacklberg Jubiläumsbier|Munich Helles Lager|5.5|5830
15501|Hacklberg Hefeweizen|Hefeweizen|5.5|5830
12278|Hacklberg Urhell|Munich Helles Lager|4.9|5830
58055|Hacklberg Dunkel|Munich Dunkel Lager|4.5|5830
42628|Hacklberg Jakobi Weißbier Hell|Hefeweizen|5.5|5830
21102|Kharkhorin|English Brown Ale|5.3|9385
48819|Baadog|Vienna Lager|4.8|9385
16932|Borgio|Czech Pilsener|5.5|9385
56021|Barrio Scottish Red|Scottish Ale|5.8|16813
71662|Barrio Rae's Red|American Strong Ale|11.5|16813
59500|Barrio Taylor Jayne's Raspberry Ale|Fruit / Vegetable Beer|4.53|16813
56926|Barrio Dos Hermanos Dunkel Weizen|Dunkelweizen|5.6|16813
51191|Barrio IPA|American IPA|7.2|16813
58747|Barrio Oatmeal Stout|Oatmeal Stout|6.8|16813
48891|Barrio NCAAle|American Strong Ale|9.2|16813
71585|Barrio Holla Bock|Bock|7|16813
46715|Barrio Double IPA|American Double / Imperial IPA|9.4|16813
64667|Barrio Harvest Porter|Fruit / Vegetable Beer|6.5|16813
50582|Barrio Smoked Porter|Smoked Beer|6.3|16813
46714|Barrio ESB|Extra Special / Strong Bitter (ESB)|5.5|16813
56639|Barrio Father Joe's Penitential Ale|American Pale Ale (APA)|5.8|16813
18229|Nut Brown Ale|English Brown Ale|5|780
66874|Irish Red|Irish Red Ale|5|780
